ProductKey,ProductItemCode,Product Name,Sub Category,Product Category,Product Color,Product Size,Product Line,Product Model Name,Product Description,Product Status,ProductKey,CustomerKey,SalesOrderNumber,SalesAmount,DateKey,Date,Day,WeekNumber,Month,MonthShort,MonthNumber,Quater,Year
,,,,,,,,,,,472,16546,SO72967,63.5,,,,,,,,,
,,,,,,,,,,,368,16547,SO50918,2443.35,,,,,,,,,
,,,,,,,,,,,378,16547,SO67496,2443.35,,,,,,,,,
,,,,,,,,,,,477,16547,SO67496,4.99,,,,,,,,,
,,,,,,,,,,,479,16547,SO67496,8.99,,,,,,,,,
,,,,,,,,,,,375,16548,SO50958,2181.5625,,,,,,,,,
,,,,,,,,,,,378,16548,SO71160,2443.35,,,,,,,,,
,,,,,,,,,,,370,16549,SO49026,2443.35,,,,,,,,,
,,,,,,,,,,,380,16549,SO69874,2443.35,,,,,,,,,
,,,,,,,,,,,225,16549,SO69874,8.99,,,,,,,,,
,,,,,,,,,,,217,16549,SO69874,34.99,,,,,,,,,
,,,,,,,,,,,371,16550,SO47758,2181.5625,,,,,,,,,
,,,,,,,,,,,589,16550,SO73044,769.49,,,,,,,,,
,,,,,,,,,,,228,16550,SO73044,49.99,,,,,,,,,
,,,,,,,,,,,369,16551,SO51011,2443.35,,,,,,,,,
,,,,,,,,,,,372,16551,SO71504,2443.35,,,,,,,,,
,,,,,,,,,,,529,16551,SO71504,3.99,,,,,,,,,
,,,,,,,,,,,540,16551,SO71504,32.6,,,,,,,,,
,,,,,,,,,,,214,16551,SO71504,34.99,,,,,,,,,
,,,,,,,,,,,231,16551,SO71504,49.99,,,,,,,,,
,,,,,,,,,,,465,16551,SO71504,24.49,,,,,,,,,
,,,,,,,,,,,368,16552,SO48808,2443.35,,,,,,,,,
,,,,,,,,,,,380,16552,SO70878,2443.35,,,,,,,,,
,,,,,,,,,,,540,16552,SO70878,32.6,,,,,,,,,
,,,,,,,,,,,529,16552,SO70878,3.99,,,,,,,,,
,,,,,,,,,,,473,16552,SO70878,63.5,,,,,,,,,
,,,,,,,,,,,379,16553,SO47881,2181.5625,,,,,,,,,
,,,,,,,,,,,588,16553,SO59080,769.49,,,,,,,,,
,,,,,,,,,,,231,16553,SO59080,49.99,,,,,,,,,
,,,,,,,,,,,377,16554,SO47955,2181.5625,,,,,,,,,
,,,,,,,,,,,588,16554,SO73111,769.49,,,,,,,,,
,,,,,,,,,,,478,16554,SO73111,9.99,,,,,,,,,
,,,,,,,,,,,477,16554,SO73111,4.99,,,,,,,,,
,,,,,,,,,,,463,16554,SO73111,24.49,,,,,,,,,
,,,,,,,,,,,529,16555,SO66673,3.99,,,,,,,,,
,,,,,,,,,,,539,16555,SO66673,24.99,,,,,,,,,
,,,,,,,,,,,480,16555,SO66673,2.29,,,,,,,,,
,,,,,,,,,,,535,16556,SO60596,24.99,,,,,,,,,
,,,,,,,,,,,528,16556,SO60596,4.99,,,,,,,,,
,,,,,,,,,,,485,16556,SO60596,21.98,,,,,,,,,
,,,,,,,,,,,214,16556,SO60596,34.99,,,,,,,,,
,,,,,,,,,,,539,16557,SO55066,24.99,,,,,,,,,
,,,,,,,,,,,529,16557,SO55066,3.99,,,,,,,,,
,,,,,,,,,,,480,16557,SO55066,2.29,,,,,,,,,
,,,,,,,,,,,535,16558,SO54955,24.99,,,,,,,,,
,,,,,,,,,,,373,16559,SO51041,2181.5625,,,,,,,,,
,,,,,,,,,,,372,16559,SO73724,2443.35,,,,,,,,,
,,,,,,,,,,,540,16559,SO73724,32.6,,,,,,,,,
,,,,,,,,,,,529,16559,SO73724,3.99,,,,,,,,,
,,,,,,,,,,,222,16559,SO73724,34.99,,,,,,,,,
,,,,,,,,,,,225,16559,SO73724,8.99,,,,,,,,,
,,,,,,,,,,,379,16560,SO50959,2181.5625,,,,,,,,,
,,,,,,,,,,,376,16560,SO73802,2443.35,,,,,,,,,
,,,,,,,,,,,479,16560,SO73802,8.99,,,,,,,,,
,,,,,,,,,,,373,16561,SO47932,2181.5625,,,,,,,,,
,,,,,,,,,,,589,16561,SO73588,769.49,,,,,,,,,
,,,,,,,,,,,475,16561,SO73588,69.99,,,,,,,,,
,,,,,,,,,,,225,16561,SO73588,8.99,,,,,,,,,
,,,,,,,,,,,377,16562,SO47904,2181.5625,,,,,,,,,
,,,,,,,,,,,589,16562,SO60777,769.49,,,,,,,,,
,,,,,,,,,,,234,16562,SO60777,49.99,,,,,,,,,
,,,,,,,,,,,528,16563,SO52597,4.99,,,,,,,,,
,,,,,,,,,,,481,16563,SO52597,8.99,,,,,,,,,
,,,,,,,,,,,530,16563,SO61763,4.99,,,,,,,,,
,,,,,,,,,,,214,16563,SO61763,34.99,,,,,,,,,
,,,,,,,,,,,225,16563,SO61763,8.99,,,,,,,,,
,,,,,,,,,,,528,16564,SO58383,4.99,,,,,,,,,
,,,,,,,,,,,483,16564,SO58383,120,,,,,,,,,
,,,,,,,,,,,530,16564,SO64926,4.99,,,,,,,,,
,,,,,,,,,,,480,16564,SO64926,2.29,,,,,,,,,
,,,,,,,,,,,370,16565,SO48988,2443.35,,,,,,,,,
,,,,,,,,,,,361,16565,SO66777,2294.99,,,,,,,,,
,,,,,,,,,,,478,16565,SO66777,9.99,,,,,,,,,
,,,,,,,,,,,222,16565,SO66777,34.99,,,,,,,,,
,,,,,,,,,,,575,16565,SO70162,2384.07,,,,,,,,,
,,,,,,,,,,,530,16565,SO70162,4.99,,,,,,,,,
,,,,,,,,,,,541,16565,SO70162,28.99,,,,,,,,,
,,,,,,,,,,,480,16565,SO70162,2.29,,,,,,,,,
,,,,,,,,,,,371,16566,SO51042,2181.5625,,,,,,,,,
,,,,,,,,,,,579,16566,SO68784,1214.85,,,,,,,,,
,,,,,,,,,,,479,16566,SO68784,8.99,,,,,,,,,
,,,,,,,,,,,477,16566,SO68784,4.99,,,,,,,,,
,,,,,,,,,,,353,16566,SO71705,2319.99,,,,,,,,,
,,,,,,,,,,,485,16566,SO71705,21.98,,,,,,,,,
,,,,,,,,,,,488,16566,SO71705,53.99,,,,,,,,,
,,,,,,,,,,,368,16567,SO48839,2443.35,,,,,,,,,
,,,,,,,,,,,361,16567,SO66211,2294.99,,,,,,,,,
,,,,,,,,,,,537,16567,SO66211,35,,,,,,,,,
,,,,,,,,,,,480,16567,SO66211,2.29,,,,,,,,,
,,,,,,,,,,,562,16567,SO70085,2384.07,,,,,,,,,
,,,,,,,,,,,528,16568,SO52600,4.99,,,,,,,,,
,,,,,,,,,,,536,16568,SO52600,29.99,,,,,,,,,
,,,,,,,,,,,214,16568,SO52600,34.99,,,,,,,,,
,,,,,,,,,,,379,16569,SO50931,2181.5625,,,,,,,,,
,,,,,,,,,,,580,16569,SO51302,1700.99,,,,,,,,,
,,,,,,,,,,,488,16569,SO51302,53.99,,,,,,,,,
,,,,,,,,,,,368,16570,SO50874,2443.35,,,,,,,,,
,,,,,,,,,,,582,16570,SO51513,1700.99,,,,,,,,,
,,,,,,,,,,,539,16570,SO51513,24.99,,,,,,,,,
,,,,,,,,,,,237,16570,SO51513,49.99,,,,,,,,,
,,,,,,,,,,,530,16571,SO59795,4.99,,,,,,,,,
,,,,,,,,,,,214,16571,SO59795,34.99,,,,,,,,,
,,,,,,,,,,,528,16571,SO73060,4.99,,,,,,,,,
,,,,,,,,,,,484,16571,SO73060,7.95,,,,,,,,,
,,,,,,,,,,,368,16572,SO49012,2443.35,,,,,,,,,
,,,,,,,,,,,372,16572,SO73190,2443.35,,,,,,,,,
,,,,,,,,,,,377,16573,SO47897,2181.5625,,,,,,,,,
,,,,,,,,,,,590,16573,SO73266,769.49,,,,,,,,,
,,,,,,,,,,,228,16573,SO73266,49.99,,,,,,,,,
,,,,,,,,,,,528,16574,SO53902,4.99,,,,,,,,,
,,,,,,,,,,,530,16574,SO71593,4.99,,,,,,,,,
,,,,,,,,,,,222,16574,SO71593,34.99,,,,,,,,,
,,,,,,,,,,,379,16575,SO47807,2181.5625,,,,,,,,,
,,,,,,,,,,,355,16575,SO63960,2319.99,,,,,,,,,
,,,,,,,,,,,478,16575,SO63960,9.99,,,,,,,,,
,,,,,,,,,,,477,16575,SO63960,4.99,,,,,,,,,
,,,,,,,,,,,225,16575,SO63960,8.99,,,,,,,,,
,,,,,,,,,,,574,16575,SO65623,2384.07,,,,,,,,,
,,,,,,,,,,,214,16575,SO65623,34.99,,,,,,,,,
,,,,,,,,,,,231,16575,SO65623,49.99,,,,,,,,,
,,,,,,,,,,,528,16576,SO74435,4.99,,,,,,,,,
,,,,,,,,,,,537,16576,SO74435,35,,,,,,,,,
,,,,,,,,,,,222,16576,SO74435,34.99,,,,,,,,,
,,,,,,,,,,,231,16576,SO74435,49.99,,,,,,,,,
,,,,,,,,,,,463,16576,SO74435,24.49,,,,,,,,,
,,,,,,,,,,,537,16577,SO63456,35,,,,,,,,,
,,,,,,,,,,,528,16577,SO63456,4.99,,,,,,,,,
,,,,,,,,,,,214,16577,SO63456,34.99,,,,,,,,,
,,,,,,,,,,,537,16578,SO70122,35,,,,,,,,,
,,,,,,,,,,,528,16578,SO70122,4.99,,,,,,,,,
,,,,,,,,,,,214,16578,SO70122,34.99,,,,,,,,,
,,,,,,,,,,,530,16579,SO61893,4.99,,,,,,,,,
,,,,,,,,,,,479,16579,SO61893,8.99,,,,,,,,,
,,,,,,,,,,,477,16579,SO61893,4.99,,,,,,,,,
,,,,,,,,,,,225,16579,SO61893,8.99,,,,,,,,,
,,,,,,,,,,,475,16579,SO70054,69.99,,,,,,,,,
,,,,,,,,,,,368,16580,SO50961,2443.35,,,,,,,,,
,,,,,,,,,,,606,16580,SO58189,539.99,,,,,,,,,
,,,,,,,,,,,538,16580,SO58189,21.49,,,,,,,,,
,,,,,,,,,,,529,16580,SO58189,3.99,,,,,,,,,
,,,,,,,,,,,217,16580,SO58189,34.99,,,,,,,,,
,,,,,,,,,,,357,16580,SO63561,2319.99,,,,,,,,,
,,,,,,,,,,,485,16580,SO63561,21.98,,,,,,,,,
,,,,,,,,,,,225,16580,SO63561,8.99,,,,,,,,,
,,,,,,,,,,,222,16580,SO63561,34.99,,,,,,,,,
,,,,,,,,,,,528,16581,SO69119,4.99,,,,,,,,,
,,,,,,,,,,,537,16581,SO69119,35,,,,,,,,,
,,,,,,,,,,,480,16581,SO69119,2.29,,,,,,,,,
,,,,,,,,,,,484,16581,SO69119,7.95,,,,,,,,,
,,,,,,,,,,,537,16582,SO53156,35,,,,,,,,,
,,,,,,,,,,,528,16583,SO74495,4.99,,,,,,,,,
,,,,,,,,,,,537,16583,SO74495,35,,,,,,,,,
,,,,,,,,,,,480,16583,SO74495,2.29,,,,,,,,,
,,,,,,,,,,,530,16584,SO52393,4.99,,,,,,,,,
,,,,,,,,,,,214,16584,SO52393,34.99,,,,,,,,,
,,,,,,,,,,,474,16584,SO62053,69.99,,,,,,,,,
,,,,,,,,,,,489,16584,SO62053,53.99,,,,,,,,,
,,,,,,,,,,,225,16584,SO62053,8.99,,,,,,,,,
,,,,,,,,,,,368,16585,SO47787,2443.35,,,,,,,,,
,,,,,,,,,,,361,16585,SO63506,2294.99,,,,,,,,,
,,,,,,,,,,,222,16585,SO63506,34.99,,,,,,,,,
,,,,,,,,,,,573,16585,SO66826,2384.07,,,,,,,,,
,,,,,,,,,,,214,16585,SO66826,34.99,,,,,,,,,
,,,,,,,,,,,537,16586,SO62787,35,,,,,,,,,
,,,,,,,,,,,214,16586,SO62787,34.99,,,,,,,,,
,,,,,,,,,,,377,16587,SO48910,2181.5625,,,,,,,,,
,,,,,,,,,,,576,16587,SO57745,2384.07,,,,,,,,,
,,,,,,,,,,,477,16587,SO57745,4.99,,,,,,,,,
,,,,,,,,,,,479,16587,SO57745,8.99,,,,,,,,,
,,,,,,,,,,,214,16587,SO57745,34.99,,,,,,,,,
,,,,,,,,,,,237,16587,SO57745,49.99,,,,,,,,,
,,,,,,,,,,,355,16587,SO65034,2319.99,,,,,,,,,
,,,,,,,,,,,537,16587,SO65034,35,,,,,,,,,
,,,,,,,,,,,222,16587,SO65034,34.99,,,,,,,,,
,,,,,,,,,,,225,16587,SO65034,8.99,,,,,,,,,
,,,,,,,,,,,377,16588,SO48093,2181.5625,,,,,,,,,
,,,,,,,,,,,357,16588,SO64545,2319.99,,,,,,,,,
,,,,,,,,,,,537,16588,SO64545,35,,,,,,,,,
,,,,,,,,,,,528,16588,SO64545,4.99,,,,,,,,,
,,,,,,,,,,,576,16588,SO65800,2384.07,,,,,,,,,
,,,,,,,,,,,541,16588,SO65800,28.99,,,,,,,,,
,,,,,,,,,,,530,16588,SO65800,4.99,,,,,,,,,
,,,,,,,,,,,217,16588,SO65800,34.99,,,,,,,,,
,,,,,,,,,,,369,16589,SO48273,2443.35,,,,,,,,,
,,,,,,,,,,,357,16589,SO64183,2319.99,,,,,,,,,
,,,,,,,,,,,480,16589,SO64183,2.29,,,,,,,,,
,,,,,,,,,,,486,16589,SO64183,159,,,,,,,,,
,,,,,,,,,,,564,16589,SO66545,2384.07,,,,,,,,,
,,,,,,,,,,,217,16589,SO66545,34.99,,,,,,,,,
,,,,,,,,,,,476,16590,SO59170,69.99,,,,,,,,,
,,,,,,,,,,,234,16590,SO59170,49.99,,,,,,,,,
,,,,,,,,,,,530,16590,SO64415,4.99,,,,,,,,,
,,,,,,,,,,,222,16590,SO64415,34.99,,,,,,,,,
,,,,,,,,,,,225,16590,SO64415,8.99,,,,,,,,,
,,,,,,,,,,,530,16591,SO60724,4.99,,,,,,,,,
,,,,,,,,,,,474,16591,SO70121,69.99,,,,,,,,,
,,,,,,,,,,,225,16591,SO70121,8.99,,,,,,,,,
,,,,,,,,,,,491,16591,SO70121,53.99,,,,,,,,,
,,,,,,,,,,,528,16592,SO54403,4.99,,,,,,,,,
,,,,,,,,,,,537,16592,SO54403,35,,,,,,,,,
,,,,,,,,,,,222,16592,SO54403,34.99,,,,,,,,,
,,,,,,,,,,,530,16593,SO52821,4.99,,,,,,,,,
,,,,,,,,,,,480,16593,SO52821,2.29,,,,,,,,,
,,,,,,,,,,,475,16593,SO58269,69.99,,,,,,,,,
,,,,,,,,,,,465,16593,SO58269,24.49,,,,,,,,,
,,,,,,,,,,,368,16594,SO48218,2443.35,,,,,,,,,
,,,,,,,,,,,353,16594,SO63631,2319.99,,,,,,,,,
,,,,,,,,,,,217,16594,SO63631,34.99,,,,,,,,,
,,,,,,,,,,,576,16594,SO65609,2384.07,,,,,,,,,
,,,,,,,,,,,477,16594,SO65609,4.99,,,,,,,,,
,,,,,,,,,,,479,16594,SO65609,8.99,,,,,,,,,
,,,,,,,,,,,214,16594,SO65609,34.99,,,,,,,,,
,,,,,,,,,,,373,16595,SO48199,2181.5625,,,,,,,,,
,,,,,,,,,,,363,16595,SO63371,2294.99,,,,,,,,,
,,,,,,,,,,,480,16595,SO63371,2.29,,,,,,,,,
,,,,,,,,,,,564,16595,SO65935,2384.07,,,,,,,,,
,,,,,,,,,,,479,16595,SO65935,8.99,,,,,,,,,
,,,,,,,,,,,477,16595,SO65935,4.99,,,,,,,,,
,,,,,,,,,,,465,16595,SO65935,24.49,,,,,,,,,
,,,,,,,,,,,375,16596,SO50887,2181.5625,,,,,,,,,
,,,,,,,,,,,363,16596,SO64618,2294.99,,,,,,,,,
,,,,,,,,,,,478,16596,SO64618,9.99,,,,,,,,,
,,,,,,,,,,,537,16597,SO53747,35,,,,,,,,,
,,,,,,,,,,,528,16597,SO53747,4.99,,,,,,,,,
,,,,,,,,,,,473,16597,SO53747,63.5,,,,,,,,,
,,,,,,,,,,,368,16598,SO48228,2443.35,,,,,,,,,
,,,,,,,,,,,359,16598,SO64734,2294.99,,,,,,,,,
,,,,,,,,,,,562,16598,SO67129,2384.07,,,,,,,,,
,,,,,,,,,,,482,16598,SO67129,8.99,,,,,,,,,
,,,,,,,,,,,476,16599,SO60407,69.99,,,,,,,,,
,,,,,,,,,,,237,16599,SO60407,49.99,,,,,,,,,
,,,,,,,,,,,463,16599,SO60407,24.49,,,,,,,,,
,,,,,,,,,,,530,16599,SO73462,4.99,,,,,,,,,
,,,,,,,,,,,528,16600,SO58099,4.99,,,,,,,,,
,,,,,,,,,,,537,16600,SO58099,35,,,,,,,,,
,,,,,,,,,,,217,16600,SO58099,34.99,,,,,,,,,
,,,,,,,,,,,234,16600,SO58099,49.99,,,,,,,,,
,,,,,,,,,,,476,16601,SO57875,69.99,,,,,,,,,
,,,,,,,,,,,225,16601,SO57875,8.99,,,,,,,,,
,,,,,,,,,,,530,16601,SO70905,4.99,,,,,,,,,
,,,,,,,,,,,480,16601,SO70905,2.29,,,,,,,,,
,,,,,,,,,,,475,16602,SO64757,69.99,,,,,,,,,
,,,,,,,,,,,530,16602,SO65663,4.99,,,,,,,,,
,,,,,,,,,,,480,16602,SO65663,2.29,,,,,,,,,
,,,,,,,,,,,373,16603,SO48859,2181.5625,,,,,,,,,
,,,,,,,,,,,564,16603,SO59269,2384.07,,,,,,,,,
,,,,,,,,,,,479,16603,SO59269,8.99,,,,,,,,,
,,,,,,,,,,,477,16603,SO59269,4.99,,,,,,,,,
,,,,,,,,,,,222,16603,SO59269,34.99,,,,,,,,,
,,,,,,,,,,,353,16603,SO64072,2319.99,,,,,,,,,
,,,,,,,,,,,485,16603,SO64072,21.98,,,,,,,,,
,,,,,,,,,,,217,16603,SO64072,34.99,,,,,,,,,
,,,,,,,,,,,225,16603,SO64072,8.99,,,,,,,,,
,,,,,,,,,,,485,16604,SO69118,21.98,,,,,,,,,
,,,,,,,,,,,217,16604,SO69118,34.99,,,,,,,,,
,,,,,,,,,,,539,16605,SO54192,24.99,,,,,,,,,
,,,,,,,,,,,480,16605,SO54192,2.29,,,,,,,,,
,,,,,,,,,,,529,16605,SO73720,3.99,,,,,,,,,
,,,,,,,,,,,214,16605,SO73720,34.99,,,,,,,,,
,,,,,,,,,,,536,16606,SO63760,29.99,,,,,,,,,
,,,,,,,,,,,480,16606,SO63760,2.29,,,,,,,,,
,,,,,,,,,,,540,16606,SO64303,32.6,,,,,,,,,
,,,,,,,,,,,480,16606,SO64303,2.29,,,,,,,,,
,,,,,,,,,,,361,16607,SO72561,2294.99,,,,,,,,,
,,,,,,,,,,,485,16607,SO72561,21.98,,,,,,,,,
,,,,,,,,,,,480,16607,SO72561,2.29,,,,,,,,,
,,,,,,,,,,,540,16608,SO52414,32.6,,,,,,,,,
,,,,,,,,,,,529,16608,SO52414,3.99,,,,,,,,,
,,,,,,,,,,,222,16608,SO52414,34.99,,,,,,,,,
,,,,,,,,,,,536,16608,SO71286,29.99,,,,,,,,,
,,,,,,,,,,,536,16609,SO51971,29.99,,,,,,,,,
,,,,,,,,,,,528,16609,SO51971,4.99,,,,,,,,,
,,,,,,,,,,,478,16609,SO51971,9.99,,,,,,,,,
,,,,,,,,,,,477,16609,SO51971,4.99,,,,,,,,,
,,,,,,,,,,,214,16609,SO51971,34.99,,,,,,,,,
,,,,,,,,,,,540,16609,SO55560,32.6,,,,,,,,,
,,,,,,,,,,,529,16609,SO55560,3.99,,,,,,,,,
,,,,,,,,,,,486,16609,SO55560,159,,,,,,,,,
,,,,,,,,,,,472,16609,SO55560,63.5,,,,,,,,,
,,,,,,,,,,,540,16610,SO54262,32.6,,,,,,,,,
,,,,,,,,,,,536,16610,SO55744,29.99,,,,,,,,,
,,,,,,,,,,,528,16610,SO55744,4.99,,,,,,,,,
,,,,,,,,,,,536,16611,SO52885,29.99,,,,,,,,,
,,,,,,,,,,,528,16611,SO52885,4.99,,,,,,,,,
,,,,,,,,,,,484,16611,SO52885,7.95,,,,,,,,,
,,,,,,,,,,,540,16611,SO71699,32.6,,,,,,,,,
,,,,,,,,,,,355,16612,SO74077,2319.99,,,,,,,,,
,,,,,,,,,,,540,16613,SO54772,32.6,,,,,,,,,
,,,,,,,,,,,480,16613,SO54772,2.29,,,,,,,,,
,,,,,,,,,,,536,16613,SO64613,29.99,,,,,,,,,
,,,,,,,,,,,528,16613,SO64613,4.99,,,,,,,,,
,,,,,,,,,,,222,16613,SO64613,34.99,,,,,,,,,
,,,,,,,,,,,465,16613,SO64613,24.49,,,,,,,,,
,,,,,,,,,,,540,16614,SO64960,32.6,,,,,,,,,
,,,,,,,,,,,529,16614,SO64960,3.99,,,,,,,,,
,,,,,,,,,,,480,16614,SO64960,2.29,,,,,,,,,
,,,,,,,,,,,536,16614,SO70947,29.99,,,,,,,,,
,,,,,,,,,,,480,16614,SO70947,2.29,,,,,,,,,
,,,,,,,,,,,540,16615,SO55874,32.6,,,,,,,,,
,,,,,,,,,,,529,16615,SO55874,3.99,,,,,,,,,
,,,,,,,,,,,480,16615,SO55874,2.29,,,,,,,,,
,,,,,,,,,,,536,16615,SO61099,29.99,,,,,,,,,
,,,,,,,,,,,528,16615,SO61099,4.99,,,,,,,,,
,,,,,,,,,,,485,16615,SO61099,21.98,,,,,,,,,
,,,,,,,,,,,359,16616,SO72415,2294.99,,,,,,,,,
,,,,,,,,,,,528,16616,SO72415,4.99,,,,,,,,,
,,,,,,,,,,,537,16616,SO72415,35,,,,,,,,,
,,,,,,,,,,,480,16616,SO72415,2.29,,,,,,,,,
,,,,,,,,,,,528,16617,SO52165,4.99,,,,,,,,,
,,,,,,,,,,,536,16617,SO52165,29.99,,,,,,,,,
,,,,,,,,,,,214,16617,SO52165,34.99,,,,,,,,,
,,,,,,,,,,,529,16617,SO66324,3.99,,,,,,,,,
,,,,,,,,,,,540,16617,SO66324,32.6,,,,,,,,,
,,,,,,,,,,,489,16617,SO66324,53.99,,,,,,,,,
,,,,,,,,,,,540,16618,SO64682,32.6,,,,,,,,,
,,,,,,,,,,,529,16618,SO64682,3.99,,,,,,,,,
,,,,,,,,,,,480,16618,SO64682,2.29,,,,,,,,,
,,,,,,,,,,,536,16618,SO72065,29.99,,,,,,,,,
,,,,,,,,,,,528,16618,SO72065,4.99,,,,,,,,,
,,,,,,,,,,,480,16618,SO72065,2.29,,,,,,,,,
,,,,,,,,,,,540,16619,SO54108,32.6,,,,,,,,,
,,,,,,,,,,,217,16619,SO54108,34.99,,,,,,,,,
,,,,,,,,,,,536,16619,SO62532,29.99,,,,,,,,,
,,,,,,,,,,,361,16620,SO72253,2294.99,,,,,,,,,
,,,,,,,,,,,485,16620,SO72253,21.98,,,,,,,,,
,,,,,,,,,,,529,16621,SO65461,3.99,,,,,,,,,
,,,,,,,,,,,540,16621,SO65461,32.6,,,,,,,,,
,,,,,,,,,,,528,16621,SO66207,4.99,,,,,,,,,
,,,,,,,,,,,536,16621,SO66207,29.99,,,,,,,,,
,,,,,,,,,,,480,16621,SO66207,2.29,,,,,,,,,
,,,,,,,,,,,540,16622,SO64121,32.6,,,,,,,,,
,,,,,,,,,,,529,16622,SO64121,3.99,,,,,,,,,
,,,,,,,,,,,528,16622,SO74969,4.99,,,,,,,,,
,,,,,,,,,,,536,16622,SO74969,29.99,,,,,,,,,
,,,,,,,,,,,217,16622,SO74969,34.99,,,,,,,,,
,,,,,,,,,,,357,16623,SO72624,2319.99,,,,,,,,,
,,,,,,,,,,,537,16623,SO72624,35,,,,,,,,,
,,,,,,,,,,,528,16623,SO72624,4.99,,,,,,,,,
,,,,,,,,,,,217,16623,SO72624,34.99,,,,,,,,,
,,,,,,,,,,,357,16624,SO73763,2319.99,,,,,,,,,
,,,,,,,,,,,528,16624,SO73763,4.99,,,,,,,,,
,,,,,,,,,,,537,16624,SO73763,35,,,,,,,,,
,,,,,,,,,,,540,16625,SO56551,32.6,,,,,,,,,
,,,,,,,,,,,529,16625,SO56551,3.99,,,,,,,,,
,,,,,,,,,,,536,16625,SO61433,29.99,,,,,,,,,
,,,,,,,,,,,528,16625,SO61433,4.99,,,,,,,,,
,,,,,,,,,,,480,16625,SO61433,2.29,,,,,,,,,
,,,,,,,,,,,484,16625,SO61433,7.95,,,,,,,,,
,,,,,,,,,,,529,16626,SO53627,3.99,,,,,,,,,
,,,,,,,,,,,540,16626,SO53627,32.6,,,,,,,,,
,,,,,,,,,,,536,16626,SO58291,29.99,,,,,,,,,
,,,,,,,,,,,528,16626,SO58291,4.99,,,,,,,,,
,,,,,,,,,,,536,16627,SO52781,29.99,,,,,,,,,
,,,,,,,,,,,540,16627,SO61109,32.6,,,,,,,,,
,,,,,,,,,,,480,16627,SO61109,2.29,,,,,,,,,
,,,,,,,,,,,540,16628,SO66089,32.6,,,,,,,,,
,,,,,,,,,,,483,16628,SO66089,120,,,,,,,,,
,,,,,,,,,,,536,16628,SO73644,29.99,,,,,,,,,
,,,,,,,,,,,528,16628,SO73644,4.99,,,,,,,,,
,,,,,,,,,,,353,16629,SO72774,2319.99,,,,,,,,,
,,,,,,,,,,,537,16629,SO72774,35,,,,,,,,,
,,,,,,,,,,,355,16630,SO72416,2319.99,,,,,,,,,
,,,,,,,,,,,537,16630,SO72416,35,,,,,,,,,
,,,,,,,,,,,528,16630,SO72416,4.99,,,,,,,,,
,,,,,,,,,,,222,16630,SO72416,34.99,,,,,,,,,
,,,,,,,,,,,355,16631,SO73692,2319.99,,,,,,,,,
,,,,,,,,,,,480,16631,SO73692,2.29,,,,,,,,,
,,,,,,,,,,,536,16632,SO62754,29.99,,,,,,,,,
,,,,,,,,,,,540,16632,SO68347,32.6,,,,,,,,,
,,,,,,,,,,,529,16632,SO68347,3.99,,,,,,,,,
,,,,,,,,,,,480,16632,SO68347,2.29,,,,,,,,,
,,,,,,,,,,,529,16633,SO62479,3.99,,,,,,,,,
,,,,,,,,,,,540,16633,SO62479,32.6,,,,,,,,,
,,,,,,,,,,,222,16633,SO62479,34.99,,,,,,,,,
,,,,,,,,,,,536,16633,SO74368,29.99,,,,,,,,,
,,,,,,,,,,,536,16634,SO65565,29.99,,,,,,,,,
,,,,,,,,,,,528,16634,SO65565,4.99,,,,,,,,,
,,,,,,,,,,,540,16634,SO68896,32.6,,,,,,,,,
,,,,,,,,,,,529,16634,SO68896,3.99,,,,,,,,,
,,,,,,,,,,,217,16634,SO68896,34.99,,,,,,,,,
,,,,,,,,,,,540,16635,SO56387,32.6,,,,,,,,,
,,,,,,,,,,,529,16635,SO56387,3.99,,,,,,,,,
,,,,,,,,,,,480,16635,SO56387,2.29,,,,,,,,,
,,,,,,,,,,,528,16635,SO74874,4.99,,,,,,,,,
,,,,,,,,,,,536,16635,SO74874,29.99,,,,,,,,,
,,,,,,,,,,,487,16635,SO74874,54.99,,,,,,,,,
,,,,,,,,,,,484,16635,SO74874,7.95,,,,,,,,,
,,,,,,,,,,,467,16635,SO74874,24.49,,,,,,,,,
,,,,,,,,,,,359,16636,SO72775,2294.99,,,,,,,,,
,,,,,,,,,,,214,16636,SO72775,34.99,,,,,,,,,
,,,,,,,,,,,465,16636,SO72775,24.49,,,,,,,,,
,,,,,,,,,,,353,16637,SO72708,2319.99,,,,,,,,,
,,,,,,,,,,,480,16637,SO72708,2.29,,,,,,,,,
,,,,,,,,,,,355,16638,SO73075,2319.99,,,,,,,,,
,,,,,,,,,,,485,16638,SO73075,21.98,,,,,,,,,
,,,,,,,,,,,489,16638,SO73075,53.99,,,,,,,,,
,,,,,,,,,,,355,16639,SO73470,2319.99,,,,,,,,,
,,,,,,,,,,,478,16639,SO73470,9.99,,,,,,,,,
,,,,,,,,,,,536,16640,SO56381,29.99,,,,,,,,,
,,,,,,,,,,,528,16640,SO56381,4.99,,,,,,,,,
,,,,,,,,,,,214,16640,SO56381,34.99,,,,,,,,,
,,,,,,,,,,,540,16640,SO75065,32.6,,,,,,,,,
,,,,,,,,,,,359,16641,SO69218,2294.99,,,,,,,,,
,,,,,,,,,,,485,16641,SO69218,21.98,,,,,,,,,
,,,,,,,,,,,477,16641,SO69218,4.99,,,,,,,,,
,,,,,,,,,,,478,16641,SO69218,9.99,,,,,,,,,
